Gene_Name	Drug_Name	Interaction_Type	Source	Gene_Categories
HSP90AA1	9-Butyl-8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	5-(5-chloro-2,4-dihydroxyphenyl)-N-ethyl-4-[4-(morpholin-4-ylmethyl)phenyl]isoxazole-3-carboxamide		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)-1H-PYRAZOLE-3-CARBOXAMIDE		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-2-Fluoro-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
XRCC3	FLUOROURACIL		PharmGKB	Dna repair,tumor suppressor
XRCC3	DOCETAXEL		PharmGKB	Dna repair,tumor suppressor
XRCC3	CISPLATIN		PharmGKB	Dna repair,tumor suppressor
IVD	Flavin adenine dinucleotide		DrugBank	
ADAM10	ILOMASTAT	inhibitor	GuideToPharmacologyInteractions	Cell surface,druggable genome,neutral zinc metallopeptidase,protease
ADAM10	INCB7839		TdgClinicalTrial	Cell surface,druggable genome,neutral zinc metallopeptidase,protease
PALB2	OLAPARIB		CIViC	Clinically actionable,dna repair
PALB2	MITOMYCIN C		CIViC	Clinically actionable,dna repair
GOT2	Pyridoxal Phosphate	cofactor	DrugBank	Cell surface
GOT2	L-Aspartic Acid		DrugBank	Cell surface
GOT2	4'-Deoxy-4'-Acetylyamino-Pyridoxal-5'-Phosphate		DrugBank	Cell surface
GOT2	L-Glutamic Acid		DrugBank	Cell surface
SMPD3	Phosphatidyl serine		DrugBank	Druggable genome,phospholipase
CDH1	Bicalutamide		CGI	Clinically actionable,drug resistance,druggable genome
CDH1	BI2536		CKB	Clinically actionable,drug resistance,druggable genome
CDH1	Erlotinib		CKB	Clinically actionable,drug resistance,druggable genome
CDH1	Volasertib		CKB	Clinically actionable,drug resistance,druggable genome
CDH1	Lapatinib		CKB	Clinically actionable,drug resistance,druggable genome
CDH1	Capecitabine		CKB	Clinically actionable,drug resistance,druggable genome
CDH1	Selumetinib		CKB	Clinically actionable,drug resistance,druggable genome
ABCC1	SULFINPYRAZONE		TdgClinicalTrial	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	Sulfinpyrazone	inhibitor	DrugBank	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	SULFINPYRAZONE		TEND	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	SULFINPYRAZONE	modulator	TTD	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	BIRICODAR	modulator	TTD	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	BENZBROMARONE	stimulator	TTD	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	LAMIVUDINE		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	EGCG		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	THYMIDINE		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	DIPYRIDAMOLE		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	CDDP		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	VM-26		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	PROBENECID		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	DROLOXIFENE		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	PILOCARPINE		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	PSC-833		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	FLAVOPIRIDOL		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	OFLOXACIN		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	MELPHALAN		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	ETOPOSIDE		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	VP-16		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	DAUNORUBICIN		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	ERYTHROMYCIN		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	SAQUINAVIR MESYLATE		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	CPT-11		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	NOVOBIOCIN		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	TROXACITABINE		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	RITONAVIR		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	PIRARUBICIN		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	SODIUM BUTYRATE		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	BUTHIONINE SULFOXIMINE		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	MONTELUKAST		PharmGKB	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	AZITHROMYCIN		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	CSA		NCI	Abc transporter,drug resistance,druggable genome,transporter
ABCC1	CYCLOSPORIN A		NCI	Abc transporter,drug resistance,druggable genome,transporter
FASN	Cerulenin	inhibitor	DrugBank	Druggable genome,short chain dehydrogenase reductase
FASN	CERULENIN	inhibitor	TTD	Druggable genome,short chain dehydrogenase reductase
FASN	Orlistat	inhibitor	DrugBank	Druggable genome,short chain dehydrogenase reductase
FASN	ORLISTAT		TdgClinicalTrial	Druggable genome,short chain dehydrogenase reductase
FASN	TRIIODOTHYRONINE		NCI	Druggable genome,short chain dehydrogenase reductase
FASN	RISPERIDONE		NCI	Druggable genome,short chain dehydrogenase reductase
FASN	GT 389-255		TdgClinicalTrial	Druggable genome,short chain dehydrogenase reductase
FASN	CLOZAPINE		NCI	Druggable genome,short chain dehydrogenase reductase
FASN	PACLITAXEL		NCI	Druggable genome,short chain dehydrogenase reductase
FASN	TAXOL		NCI	Druggable genome,short chain dehydrogenase reductase
SLC16A3	Pyruvic acid		DrugBank	Druggable genome,transporter
SLC16A3	STZ		NCI	Druggable genome,transporter
GCGR	GLUCAGON HYDROCHLORIDE	agonist	ChemblInteractions	Druggable genome,g protein coupled receptor
GCGR	Glucagon recombinant	agonist	DrugBank	Druggable genome,g protein coupled receptor
GCGR	GLUCAGON	agonist	GuideToPharmacologyInteractions	Druggable genome,g protein coupled receptor
GCGR	GLUCAGON	agonist	ChemblInteractions	Druggable genome,g protein coupled receptor
GCGR	GLUCAGON RECOMBINANT	binder	TTD	Druggable genome,g protein coupled receptor
GCGR	GLUCAGON RECOMBINANT		TEND	Druggable genome,g protein coupled receptor
GCGR	GLUCAGON RECOMBINANT		TdgClinicalTrial	Druggable genome,g protein coupled receptor
GCGR	MK-0893	allosteric modulator	GuideToPharmacologyInteractions	Druggable genome,g protein coupled receptor
GCGR	MK-0893	antagonist	ChemblInteractions	Druggable genome,g protein coupled receptor
GCGR	ADOMEGLIVANT	antagonist	GuideToPharmacologyInteractions	Druggable genome,g protein coupled receptor
GCGR	BAY27-9955	antagonist	GuideToPharmacologyInteractions	Druggable genome,g protein coupled receptor
GCGR	HGCGR ANTAGONIST	antagonist	GuideToPharmacologyInteractions	Druggable genome,g protein coupled receptor
GCGR	L-168,049	antagonist	GuideToPharmacologyInteractions	Druggable genome,g protein coupled receptor
GCGR	CROTEDUMAB	antibody	GuideToPharmacologyInteractions	Druggable genome,g protein coupled receptor
GCGR	SAR425899	agonist	ChemblInteractions	Druggable genome,g protein coupled receptor
GCGR	PF-06291874	antagonist	ChemblInteractions	Druggable genome,g protein coupled receptor
GCGR	GLUCAGON HYDROCHLORIDE RECOMBINANT	agonist	ChemblInteractions	Druggable genome,g protein coupled receptor
GCGR	DWLIP-GCGRRX	binder	TTD	Druggable genome,g protein coupled receptor
DCXR	2'-Monophosphoadenosine 5'-Diphosphoribose		DrugBank	Druggable genome,short chain dehydrogenase reductase
PTDSS2	Phosphatidyl serine		DrugBank	
PRDX2	3-Sulfinoalanine		DrugBank	
GCDH	Flavin adenine dinucleotide		DrugBank	
FARSA	L-Phenylalanine		DrugBank	
CALR	GENTAMICIN		NCI	Cell surface,drug resistance,druggable genome,external side of plasma membrane,tumor suppressor
CALR	RETINOID		NCI	Cell surface,drug resistance,druggable genome,external side of plasma membrane,tumor suppressor
CALR	Melatonin		DrugBank	Cell surface,drug resistance,druggable genome,external side of plasma membrane,tumor suppressor
CALR	RETINOIC ACID		NCI	Cell surface,drug resistance,druggable genome,external side of plasma membrane,tumor suppressor
CALR	Tenecteplase		DrugBank	Cell surface,drug resistance,druggable genome,external side of plasma membrane,tumor suppressor
CALR	OLTIPRAZ		NCI	Cell surface,drug resistance,druggable genome,external side of plasma membrane,tumor suppressor
SMARCB1	PANOBINOSTAT		CIViC	Clinically actionable,dna repair,histone modification,transcription factor binding
SMARCB1	Alvocidib		CKB	Clinically actionable,dna repair,histone modification,transcription factor binding
SMARCB1	Vorinostat		CKB	Clinically actionable,dna repair,histone modification,transcription factor binding
SMARCB1	Palbociclib		CKB	Clinically actionable,dna repair,histone modification,transcription factor binding
SMARCB1	CFI-400945		CKB	Clinically actionable,dna repair,histone modification,transcription factor binding
SMARCB1	Fenretinide		CKB	Clinically actionable,dna repair,histone modification,transcription factor binding
CBS	Pyridoxal Phosphate	cofactor	DrugBank	
CBS	S-Adenosylmethionine	activator	DrugBank	
CBS	L-Cysteine		DrugBank	
CBS	ARSENIC COMPOUNDS		PharmGKB	
CBS	L-Serine		DrugBank	
PRODH	L-Proline		DrugBank	
DARS	L-Aspartic Acid		DrugBank	
SLC5A6	Lipoic Acid		DrugBank	Druggable genome,transporter
SLC5A6	Biotin		DrugBank	Druggable genome,transporter
CAD	L-Aspartic Acid		DrugBank	Drug metabolism,druggable genome,kinase
CAD	Sparfosic acid		DrugBank	Drug metabolism,druggable genome,kinase
PAK2	PQA-18	inhibitor	GuideToPharmacologyInteractions	Druggable genome,kinase,protease,serine threonine kinase,tumor suppressor,tyrosine kinase
PAK2	STAUROSPORINE	inhibitor	GuideToPharmacologyInteractions	Druggable genome,kinase,protease,serine threonine kinase,tumor suppressor,tyrosine kinase
UGT1A1	Pazopanib		FDA	Drug metabolism,drug resistance,druggable genome
UGT1A1	Pazopanib		CGI	Drug metabolism,drug resistance,druggable genome
UGT1A1	Nilotinib		FDA	Drug metabolism,drug resistance,druggable genome
UGT1A1	NILOTINIB		PharmGKB	Drug metabolism,drug resistance,druggable genome
UGT1A1	Nilotinib		CGI	Drug metabolism,drug resistance,druggable genome
UGT1A1	Belinostat		FDA	Drug metabolism,drug resistance,druggable genome
UGT1A1	BELINOSTAT		CIViC	Drug metabolism,drug resistance,druggable genome
UGT1A1	Arformoterol		FDA	Drug metabolism,drug resistance,druggable genome
UGT1A1	Indacaterol		FDA	Drug metabolism,drug resistance,druggable genome
UGT1A1	Irinotecan		CGI	Drug metabolism,drug resistance,druggable genome
UGT1A1	Irinotecan		FDA	Drug metabolism,drug resistance,druggable genome
UGT1A1	ESTROGENS		PharmGKB	Drug metabolism,drug resistance,druggable genome
UGT1A1	TRANILAST		PharmGKB	Drug metabolism,drug resistance,druggable genome
UGT1A1	ETOPOSIDE		PharmGKB	Drug metabolism,drug resistance,druggable genome
UGT1A1	SN-38		PharmGKB	Drug metabolism,drug resistance,druggable genome
UGT1A1	Dolutegravir		FDA	Drug metabolism,drug resistance,druggable genome
UGT1A6	VALPROIC ACID		PharmGKB	Druggable genome
UGT1A6	DICLOFENAC		NCI	Druggable genome
UGT1A6	TRANILAST		PharmGKB	Druggable genome
UGT1A6	LAMOTRIGINE		PharmGKB	Druggable genome
UGT1A6	SN-38		PharmGKB	Druggable genome
UGT1A7	CURCUMIN		NCI	Drug metabolism,druggable genome
UGT1A7	LAMOTRIGINE		PharmGKB	Drug metabolism,druggable genome
UGT1A7	NICOTINE		NCI	Drug metabolism,druggable genome
UGT1A7	TRANILAST		PharmGKB	Drug metabolism,druggable genome
UGT1A7	SN-38		PharmGKB	Drug metabolism,druggable genome
UGT1A7	PROPOFOL		PharmGKB	Drug metabolism,druggable genome
COMT	S-Adenosylmethionine	cofactor	DrugBank	Drug resistance,druggable genome
COMT	TOLCAPONE	inhibitor	GuideToPharmacologyInteractions	Drug resistance,druggable genome
COMT	TOLCAPONE		TdgClinicalTrial	Drug resistance,druggable genome
COMT	TOLCAPONE		TEND	Drug resistance,druggable genome
COMT	Tolcapone	inhibitor	DrugBank	Drug resistance,druggable genome
COMT	TOLCAPONE	inhibitor	ChemblInteractions	Drug resistance,druggable genome
COMT	TOLCAPONE	inhibitor	TTD	Drug resistance,druggable genome
COMT	Entacapone	inhibitor	DrugBank	Drug resistance,druggable genome
COMT	ENTACAPONE	inhibitor	GuideToPharmacologyInteractions	Drug resistance,druggable genome
COMT	ENTACAPONE	inhibitor	ChemblInteractions	Drug resistance,druggable genome
COMT	ENTACAPONE	inhibitor	TTD	Drug resistance,druggable genome
COMT	ENTACAPONE		TEND	Drug resistance,druggable genome
COMT	ENTACAPONE		TdgClinicalTrial	Drug resistance,druggable genome
COMT	OPICAPONE	inhibitor	GuideToPharmacologyInteractions	Drug resistance,druggable genome
COMT	BUPROPION		PharmGKB	Drug resistance,druggable genome
COMT	METHYLDOPA		PharmGKB	Drug resistance,druggable genome
COMT	Nialamide		DrugBank	Drug resistance,druggable genome
COMT	7,8-dihydroxy-4-phenyl-2H-chromen-2-one		DrugBank	Drug resistance,druggable genome
COMT	3,5-Dinitrocatechol		DrugBank	Drug resistance,druggable genome
COMT	BIA		DrugBank	Drug resistance,druggable genome
COMT	RISPERIDONE		PharmGKB	Drug resistance,druggable genome
COMT	LEVODOPA		PharmGKB	Drug resistance,druggable genome
COMT	CISPLATIN		PharmGKB	Drug resistance,druggable genome
COMT	2-Methoxyestradiol		DrugBank	Drug resistance,druggable genome
ARVCF	RISPERIDONE		PharmGKB	
ARVCF	BUPROPION		PharmGKB	
ARVCF	CISPLATIN		PharmGKB	
PRKCD	Ingenol Mebutate	ligand	DrugBank	Druggable genome,histone modification,kinase,phospholipase,serine threonine kinase,transporter,tyrosine kinase
PRKCD	INGENOL MEBUTATE	activator	GuideToPharmacologyInteractions	Druggable genome,histone modification,kinase,phospholipase,serine threonine kinase,transporter,tyrosine kinase
PRKCD	INGENOL MEBUTATE		TdgClinicalTrial	Druggable genome,histone modification,kinase,phospholipase,serine threonine kinase,transporter,tyrosine kinase
PRKCD	7-HYDROXYSTAUROSPORINE	inhibitor	GuideToPharmacologyInteractions	Druggable genome,histone modification,kinase,phospholipase,serine threonine kinase,transporter,tyrosine kinase
PRKCD	BALANOL	inhibitor	GuideToPharmacologyInteractions	Druggable genome,histone modification,kinase,phospholipase,serine threonine kinase,transporter,tyrosine kinase
PRKCD	ENZASTAURIN	inhibitor	GuideToPharmacologyInteractions	Druggable genome,histone modification,kinase,phospholipase,serine threonine kinase,transporter,tyrosine kinase
PRKCD	Gö 6983	inhibitor	GuideToPharmacologyInteractions	Druggable genome,histone modification,kinase,phospholipase,serine threonine kinase,transporter,tyrosine kinase
PRKCD	RUBOXISTAURIN	inhibitor	GuideToPharmacologyInteractions	Druggable genome,histone modification,kinase,phospholipase,serine threonine kinase,transporter,tyrosine kinase
PRKCD	SOTRASTAURIN	inhibitor	ChemblInteractions	Druggable genome,histone modification,kinase,phospholipase,serine threonine kinase,transporter,tyrosine kinase
PRKCD	SOTRASTAURIN	inhibitor	GuideToPharmacologyInteractions	Druggable genome,histone modification,kinase,phospholipase,serine threonine kinase,transporter,tyrosine kinase
PRKCD	GSK-690693	inhibitor	ChemblInteractions	Druggable genome,histone modification,kinase,phospholipase,serine threonine kinase,transporter,tyrosine kinase
PRKCD	(7S)-HYDROXYL-STAUROSPORINE	inhibitor	ChemblInteractions	Druggable genome,histone modification,kinase,phospholipase,serine threonine kinase,transporter,tyrosine kinase
PRKCD	MIDOSTAURIN	inhibitor	ChemblInteractions	Druggable genome,histone modification,kinase,phospholipase,serine threonine kinase,transporter,tyrosine kinase
PRKCD	DELCASERTIB	inhibitor	ChemblInteractions	Druggable genome,histone modification,kinase,phospholipase,serine threonine kinase,transporter,tyrosine kinase
PRKCD	SOPHORETIN	inhibitor	MyCancerGenome	Druggable genome,histone modification,kinase,phospholipase,serine threonine kinase,transporter,tyrosine kinase
PRKCD	CEP-2563	inhibitor	ChemblInteractions	Druggable genome,histone modification,kinase,phospholipase,serine threonine kinase,transporter,tyrosine kinase
PRKCD	BRYOSTATIN-1		TdgClinicalTrial	Druggable genome,histone modification,kinase,phospholipase,serine threonine kinase,transporter,tyrosine kinase
PRKCD	BRYOSTATIN		TdgClinicalTrial	Druggable genome,histone modification,kinase,phospholipase,serine threonine kinase,transporter,tyrosine kinase
PRKCD	13-Acetylphorbol		DrugBank	Druggable genome,histone modification,kinase,phospholipase,serine threonine kinase,transporter,tyrosine kinase
PRKCD	ETHANOL		NCI	Druggable genome,histone modification,kinase,phospholipase,serine threonine kinase,transporter,tyrosine kinase
SUCLG2	Succinic acid		DrugBank	
CACNA1C	Isradipine	inhibitor	DrugBank	Druggable genome,ion channel,transporter
CACNA1C	ISRADIPINE		TEND	Druggable genome,ion channel,transporter
CACNA1C	ISRADIPINE		TdgClinicalTrial	Druggable genome,ion channel,transporter
CACNA1C	ISRADIPINE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	Nimodipine	inhibitor	DrugBank	Druggable genome,ion channel,transporter
CACNA1C	NIMODIPINE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	Nisoldipine	inhibitor	DrugBank	Druggable genome,ion channel,transporter
CACNA1C	NISOLDIPINE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	NISOLDIPINE	gating inhibitor	GuideToPharmacologyInteractions	Druggable genome,ion channel,transporter
CACNA1C	Cinnarizine	inhibitor	DrugBank	Druggable genome,ion channel,transporter
CACNA1C	VERAPAMIL		TEND	Druggable genome,ion channel,transporter
CACNA1C	Verapamil	inhibitor	DrugBank	Druggable genome,ion channel,transporter
CACNA1C	VERAPAMIL	channel blocker	GuideToPharmacologyInteractions	Druggable genome,ion channel,transporter
CACNA1C	VERAPAMIL		TdgClinicalTrial	Druggable genome,ion channel,transporter
CACNA1C	Felodipine	inhibitor	DrugBank	Druggable genome,ion channel,transporter
CACNA1C	FELODIPINE		TdgClinicalTrial	Druggable genome,ion channel,transporter
CACNA1C	FELODIPINE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	Nitrendipine	inhibitor	DrugBank	Druggable genome,ion channel,transporter
CACNA1C	Nifedipine	inhibitor	DrugBank	Druggable genome,ion channel,transporter
CACNA1C	NIFEDIPINE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	DILTIAZEM	channel blocker	GuideToPharmacologyInteractions	Druggable genome,ion channel,transporter
CACNA1C	MIBEFRADIL	channel blocker	GuideToPharmacologyInteractions	Druggable genome,ion channel,transporter
CACNA1C	Mibefradil	inhibitor	DrugBank	Druggable genome,ion channel,transporter
CACNA1C	PB2+	channel blocker	GuideToPharmacologyInteractions	Druggable genome,ion channel,transporter
CACNA1C	Nilvadipine	inhibitor	DrugBank	Druggable genome,ion channel,transporter
CACNA1C	Drotaverine	inhibitor	DrugBank	Druggable genome,ion channel,transporter
CACNA1C	BEPRIDIL HYDROCHLORIDE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	GABAPENTIN	modulator	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	GABAPENTIN ENACARBIL	modulator	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	AZD1305	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	IMAGABALIN	modulator	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	Clevidipine		DrugBank	Druggable genome,ion channel,transporter
CACNA1C	CLEVIDIPINE		TdgClinicalTrial	Druggable genome,ion channel,transporter
CACNA1C	CLEVIDIPINE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	DRONEDARONE HYDROCHLORIDE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	AMLODIPINE MALEATE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	PREGABALIN	modulator	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	ATAGABALIN	modulator	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	ELPETRIGINE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	VERAPAMIL HYDROCHLORIDE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	DILTIAZEM MALATE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	AMLODIPINE BESYLATE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	NICARDIPINE HYDROCHLORIDE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	DILTIAZEM HYDROCHLORIDE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	IBUTILIDE		TEND	Druggable genome,ion channel,transporter
CACNA1C	IBUTILIDE		TdgClinicalTrial	Druggable genome,ion channel,transporter
CACNA1C	NICARDIPINE		TEND	Druggable genome,ion channel,transporter
CACNA1C	NICARDIPINE		TdgClinicalTrial	Druggable genome,ion channel,transporter
CACNA1C	CELECOXIB		PharmGKB	Druggable genome,ion channel,transporter
CACNA1C	Dronedarone		DrugBank	Druggable genome,ion channel,transporter
CACNA1C	Magnesium Sulfate		DrugBank	Druggable genome,ion channel,transporter
CACNA1C	AMLODIPINE		TdgClinicalTrial	Druggable genome,ion channel,transporter
FPGS	Raltitrexed	antagonist	DrugBank	Druggable genome
FPGS	L-Glutamic Acid		DrugBank	Druggable genome
FPGS	5-FU		NCI	Druggable genome
CRAT	L-Carnitine		DrugBank	Druggable genome
CRAT	Coenzyme A		DrugBank	Druggable genome
RAB8B	Guanosine-5'-Diphosphate		DrugBank	
RAB8B	Phosphoaminophosphonic Acid Guanylate Ester		DrugBank	
APH1B	SEMAGACESTAT	inhibitor	ChemblInteractions	Druggable genome,protease
APH1B	TARENFLURBIL	modulator	ChemblInteractions	Druggable genome,protease
APH1B	AVAGACESTAT	inhibitor	ChemblInteractions	Druggable genome,protease
APH1B	BMS-708163		TdgClinicalTrial	Druggable genome,protease
APH1B	E2012	modulator	TTD	Druggable genome,protease
APH1B	BEGACESTAT	inhibitor	ChemblInteractions	Druggable genome,protease
APH1B	BMS-299897		TdgClinicalTrial	Druggable genome,protease
APH1B	GSI-136		TdgClinicalTrial	Druggable genome,protease
CYP4B1	DEXTRAN SULFATE		NCI	Cytochrome p450,drug metabolism,drug resistance,druggable genome
CYP4B1	DOCETAXEL		PharmGKB	Cytochrome p450,drug metabolism,drug resistance,druggable genome
CYP4B1	THALIDOMIDE		PharmGKB	Cytochrome p450,drug metabolism,drug resistance,druggable genome
CYP4A11	NADH		DrugBank	Cytochrome p450,druggable genome
BCL2	Paclitaxel	inhibitor	DrugBank	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	MICELLAR PACLITAXEL		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	PACLITAXEL		TEND	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	PACLITAXEL		TdgClinicalTrial	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	PACLITAXEL		ClearityFoundationClinicalTrial	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	Venetoclax	inhibitor	DrugBank	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	VENETOCLAX	inhibitor	ChemblInteractions	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	VENETOCLAX	inhibitor	MyCancerGenome	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	VENETOCLAX	antagonist	GuideToPharmacologyInteractions	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	AT101	inhibitor	TALC	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	AT-101	inhibitor	TTD	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	AT-101		TdgClinicalTrial	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	NAVITOCLAX, ABT-263		TdgClinicalTrial	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	ABT-263		DrugBank	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	NAVITOCLAX	inhibitor	ChemblInteractions	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	NAVITOCLAX	inhibitor	TALC	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	ABT-263	inhibitor	TTD	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	NAVITOCLAX	antagonist	GuideToPharmacologyInteractions	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	OBLIMERSON	antisense oligonucleotide	TALC	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	OBLIMERSEN		TdgClinicalTrial	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	OBLIMERSEN	inhibitor	TTD	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	OBLIMERSEN	antisense oligonucleotide	TALC	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	OBATOCLAX	inhibitor	TALC	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	OBATOCLAX		TdgClinicalTrial	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	BORTEZOMIB	inhibitor	TALC	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	OBATOCLAX MESYLATE	inhibitor	ChemblInteractions	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	ABT-737	antagonist	GuideToPharmacologyInteractions	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	GAMMA-INTERFERON		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	ZD1694		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	CARBOPLATIN		ClearityFoundationBiomarkers	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	ISIS 3521		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	ALPHA-TOCOPHEROL		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	DOCETAXEL		TdgClinicalTrial	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
